object,ztfg_mean,ztfg_min,ztfg_max,ztfr_mean,ztfr_min,ztfr_max,ztfi_mean,ztfi_min,ztfi_max
ZTF18aakuewf,3.7673150616820004,-11.326772758719885,83.91191288076467,34.21265982386128,8.485562733690134,69.91218119397898,,,
ZTF18aalrxas,17.01122942731888,6.405485291893066,38.399158528389485,11.487167295855464,3.8005062700438703,26.415654124616395,,,
ZTF18abantmh,15.254603189003685,5.410690556124091,45.032607988987266,16.271179988353907,5.840427609740644,31.47061541904796,9.300135498031922,7.877942536150077,10.476265101433645
ZTF18abffyqp,8.369012469143287,2.329261198543666,22.95376762367252,8.948562835345037,2.600746462807096,22.295752059685267,5.213742465398134,-5.3966914749588755,8.301370476785845
ZTF18abvkmgw,7.458102052006908,-5.071132828245959,14.12560306878848,11.932417885914136,5.778481295847318,15.14128553810838,-2.57740868381545,-7.176902885071137,6.61513918366321
ZTF18abwkrbl,11.614685767188607,2.926410251358507,35.765596834903114,11.841477015407103,3.6076842749325357,35.01584251249407,,,
ZTF19aanbpus,13.476058033393619,-10.22439185217291,34.887573733712294,19.592150800267042,-8.148481450655638,42.43225683554144,17.24653067241088,7.409904368660533,23.803740385191507
ZTF19aaojovs,7.125100622421511,7.0714952622806395,7.178705982562383,7.17438248358902,5.026091055805369,8.93286524725617,,,
ZTF19aapfmki,12.314695695838122,7.927859553679951,20.25551711390546,10.016924460291854,3.5889138274292405,23.44800094451348,,,
ZTF19aatesgp,11.407133353390098,4.106011638950233,24.405696420863922,21.51213013664478,5.886671465545377,35.4537680300001,41.56285489453632,33.89324639282798,47.30258391315963
ZTF19aatoboa,7.252897550012531,4.979710283640205,10.660986559953603,7.495413664799713,5.42585962604637,12.71458137215866,,,
ZTF19abacxod,9.75722789027923,5.623332743054812,17.176109087143445,13.760927685554053,7.302135936588212,18.427920470062485,11.038624308931993,7.847125635280628,13.372288297173391
ZTF19abfarpa,9.590832402670584,3.5134479630369455,13.59753806586095,9.836682240071086,7.454842856207799,11.801865638483674,,,
ZTF19abxjrge,7.417079449523214,2.685199304282153,15.526042789321167,1.2745269798872687,-24.35391684056791,23.054661657421033,,,
ZTF19abxtcio,6.711901554154974,2.839052985546559,14.621725776479254,9.52686468993136,4.0620462094432135,24.786800687988315,,,
ZTF19abyjzvd,6.859644673329845,2.8585093654717153,10.41263805610089,5.04118534837188,3.149023853915137,8.34219101959654,,,
ZTF19acbumks,5.049424138217958,-5.123034583785044,12.206003484770282,10.068571883199755,7.37302024464399,12.877293908132094,,,
ZTF19accjfgv,9.842836887914682,3.624363920542003,15.430936941622516,13.234478672116897,5.051759207977971,22.48459720490261,,,
ZTF19acsakuv,6.655969681426889,5.305461859192666,8.508038078280984,7.4879603219573,6.163352912395486,9.37377459026882,,,
ZTF20aahfqpm,7.341003898710244,3.3620891344968786,10.866924649747622,5.1397376604485,3.54346755757957,10.276824061461554,5.006354234404017,3.1881843706572868,9.198036074593093
ZTF20aaivtof,10.921426599059762,6.580219161302124,15.425675642257703,8.276011579441171,6.06610756827606,11.298923926416789,,,
ZTF20aajnksq,,,,7.338358452276359,7.001499928122229,7.675216976430489,,,
ZTF20aakqxsq,4.359379804776796,3.6777937850258837,5.040965824527708,,,,,,
ZTF20aakypiu,5.229203213583518,2.6805389861802675,8.98275137286903,5.297337761433671,3.2920848976515797,9.018716134413264,7.04825939958151,3.3390214478638267,11.780991626503024
ZTF20aamsouh,,,,8.28393788504558,6.627506666161188,10.559479149191311,,,
ZTF20aaxhzhc,9.101509511923993,4.203913029266753,14.043020980731981,10.336423713269273,4.419004610015089,13.734629106224318,9.745983100354149,7.134880839081251,11.55567132580551
ZTF20aayrobw,9.631804550320874,4.654059280862843,15.655894098181461,10.892113756066065,5.287942544494323,14.89186669910692,,,
ZTF20aazchcq,4.902664693427613,3.5429937223685215,7.100538457204605,6.462706339913276,3.561998096601282,9.649016059571467,8.049145574515357,7.132600425610361,8.965690723420352
ZTF20abmvjda,4.51363228359332,4.51363228359332,4.51363228359332,3.216853224079024,3.216853224079024,3.216853224079024,,,
ZTF20abstsxb,6.2443486420615155,3.116063366413501,10.425236225509748,8.312631250858148,3.5797907179717576,15.587340271660745,,,
ZTF20abtxwfx,5.42567175025837,5.42567175025837,5.42567175025837,10.601753565489453,10.601753565489453,10.601753565489453,,,
ZTF20abummyz,,,,,,,,,
ZTF20aburywx,7.017188271620984,6.360086376251064,8.230262631280564,8.922767048401795,7.034658473654539,10.810875623149052,,,
ZTF20abwysqy,13.33550930563427,4.175908479838959,27.143405118953233,16.48456585215168,13.869486730646223,21.714724095162588,,,
ZTF20abwzqzo,6.601321467190621,3.602716297894143,10.84976724362162,9.666518623614216,-8.79236460441485,24.27908090399939,,,
ZTF20abxrugr,20.662168234317534,12.42830616803516,35.30390214528921,17.21414617730338,14.224985422137978,20.521210646125922,,,
ZTF20acgigfo,12.046783042032647,8.252344384816105,16.326860060953468,15.16762635292623,4.72852780542123,26.325983517921475,-5.875329618486498,-8.164908325574862,-4.278072058709453
ZTF20acgiglu,10.808053483579485,4.467296597742914,17.42732224271285,10.954603252959188,4.187633707099331,18.436055765743042,,,
ZTF20achedzl,4.645596094582072,4.645596094582072,4.645596094582072,,,,,,
ZTF20acigusw,9.744090805569035,3.4563055898749906,14.164486706282723,8.45797768717315,5.117036987395042,11.682371286121757,,,
ZTF20aclfmwn,7.082585010358757,5.317585813892654,9.49908758009144,6.939197290664225,4.852690919401197,7.7948582574537175,,,
ZTF20acozryr,4.830683775988924,3.8521226969608118,5.809244855017037,6.47112108773138,5.370437400196092,7.571804775266667,,,
ZTF20acpjgkt,6.461701135867771,6.093325957229064,6.830076314506478,7.76396952070511,6.904347333403278,8.037322429418786,,,
ZTF20acpkefi,8.253000741098713,3.3151036234288016,12.38181070403084,9.011166923118731,3.779707796323521,13.36491385972801,,,
ZTF20acpuwbf,11.264974740313576,5.04732785283742,17.840779326859426,12.978886236533079,5.765437683323014,21.777005568168793,,,
ZTF20acqehqq,7.4476275236820895,7.4476275236820895,7.4476275236820895,11.629315602724265,11.629315602724265,11.629315602724265,,,
ZTF20acqirkw,4.966706563385602,2.675531845620823,8.176155751494033,4.651055298231488,3.6370392164168774,5.937884133203616,5.441845696651569,5.2885739189421255,5.748376968519334
ZTF20acqntkr,7.820385681268526,3.802502744271782,12.592479547216916,13.213162063012943,5.5555073487064535,19.375344492780822,,,
ZTF20actbebh,6.802932839717365,4.330732089779248,9.265724201394907,10.273164342608617,2.904202861190027,37.24581600930063,7.272145238147475,6.292262926736145,8.252027549558806
ZTF20actoqra,13.553094538206844,6.999285811787161,23.66933764938562,14.366467944786997,10.466205970125872,23.3301007048304,,,
ZTF20actqnhg,8.97409477911284,3.743272556237278,22.359248077405077,13.170447398567953,4.506344925749898,27.300456695415694,-4.1483411348478425,-12.879279899781508,11.01438726127123
ZTF20acutkgr,12.854719166387522,4.8460413121016845,19.799153512238128,12.19085134081283,3.785202609641586,19.02778174197656,,,
ZTF20acwbcsj,4.320941308833629,3.0733630692490626,6.00205750794977,5.469258410083289,3.7058498982879353,7.4481299876505425,,,
ZTF20acxooqk,4.794638094679009,4.794638094679009,4.794638094679009,7.734675425090585,4.5668673343398645,12.201394287562211,-3.8408942035561213,-8.609437666390228,6.615273717217416
ZTF20acxouxk,14.371164392856281,9.85166740794847,26.068722768050947,16.54661692707366,12.43897852737043,22.472962149048147,,,
ZTF20acylyct,10.219964350013647,10.158542689286854,10.342795632809894,9.965891073557675,7.194194695752627,19.468453815154945,,,
ZTF21aaabrpu,5.68879873534172,2.8790510613195086,12.920704944035913,8.502882157113573,3.8642837620946655,16.396886163393038,7.490106298286295,4.377333198500768,12.382400929138948
ZTF21aaabwfu,6.908705879435097,3.5589391048307903,11.092202038694621,10.473206608674182,7.699810703337335,16.302344841941856,11.226983385763877,5.593666041680156,18.39235143597601
ZTF21aaafmhn,3.6302258993781065,2.205924597804768,4.73205201550375,6.305820189688351,3.3850131574700164,9.28861659350056,3.6089193837624194,3.6089193837624194,3.6089193837624194
ZTF21aaarlbp,14.171978910422917,6.834139811283486,23.62298914647463,12.430634502321396,4.650550802794719,27.740520632626236,11.282458959045377,11.282431443135666,11.282486474955087
ZTF21aabtdut,,,,,,,,,
ZTF21aabxjqr,8.482201641420152,4.030365718683437,15.630649622352353,8.193814020378188,4.344091611310002,11.411758967907373,,,
ZTF21aacngji,17.444417915236883,8.017470493681202,29.83201680336381,15.53491243571301,5.465243560202302,25.213324224988583,17.203640643470585,17.203596977312618,17.20368430962855
ZTF21aacwrno,5.924401292251501,4.055430872381105,7.722658200900175,6.358626585885643,4.949202354572424,7.57251064983729,,,
ZTF21aacxlgf,8.878456070201057,4.726860274281358,17.781754895438972,10.925917684801096,5.281588842402185,22.15969001382255,,,
ZTF21aaczajl,21.31450813951163,5.7073141644654894,42.14487380256363,16.6353837215593,5.947926612424488,49.378577822859945,,,
ZTF21aaeyldq,7.660623552008495,6.696453484465149,8.491668442597266,11.157551236319144,5.221344692982842,18.613684468608557,,,
ZTF21aagmecm,6.628838628767922,5.020095416058517,9.250779268636,7.499823192514331,4.585325208559589,10.49213075037369,,,
ZTF21aagwbjr,7.478809999435409,7.478809999435409,7.478809999435409,7.692691244338224,5.067222755631489,10.31818347703228,6.25013120489019,6.25013120489019,6.25013120489019
ZTF21aahifke,4.52069032582109,4.412557227267682,4.574756875097795,5.187649074243144,5.187649074243144,5.187649074243144,,,
ZTF21aahjuct,23.55202720800499,13.009171684943531,30.358265249381205,25.269826601877924,12.488712950375875,34.33806068779989,,,
ZTF21aaiblte,5.7183584001359495,3.5189365599625857,8.033921170290897,5.948046694155205,3.2302521347028543,8.346680568726446,4.744772184349145,3.8035150708668275,5.563382399887168
ZTF21aaidofu,11.349104125417828,8.486822911320834,14.211393160782409,6.6536765393411645,3.4703357204912106,7.85264474996664,11.508270087026812,11.508270087026812,11.508270087026812
ZTF21aaivnap,8.708491660597867,5.843732277225003,10.773564738363365,7.7847079075088095,3.564430316283533,17.91180849163617,6.1542494465203115,5.634568240446947,6.673937884056615
ZTF21aajzfoq,8.09897785752014,4.000546160783084,16.77719598544525,8.486120894043399,4.86059872717492,27.510671835967717,,,
ZTF21aapkbav,4.308945718028716,2.6563002593353713,7.026872885126706,5.359547220246128,3.7476785259999676,8.993018963984733,4.889543382393959,3.6717862931607397,5.523717069407162
ZTF21aaquyjp,4.892100584878546,3.313110838998732,6.520984187473276,7.427582062452742,3.2769523053541305,11.98146297130805,,,
ZTF21aaqzrat,26.049520085287558,5.98498542740109,43.50776089234365,25.777004680500035,15.349025684499857,40.22760622147548,24.341301152585267,5.551793275704382,32.77545097802363
ZTF21aareeit,4.856797506282774,3.0701995958815687,7.335212674537683,7.165719301396719,4.9293614563525745,8.584659806048247,5.452047449154634,5.4520428256369335,5.452049760913484
ZTF21aavqior,25.378310891917895,11.12708255128012,50.74482183079283,27.16174270760815,16.103996321579757,48.0541842650186,,,
ZTF21abbvvmf,10.97250690638023,4.356240047238365,37.61285782711549,15.3323889984986,5.771662018312586,31.380905085520112,12.11980083231586,6.153461067277689,29.335499387267006
ZTF21abdpqpq,9.749753366641247,8.082071257417308,10.306594047488817,6.923411072252241,5.257455468490775,8.034052275433574,4.670194678392308,4.670194678392307,4.670194678392308
ZTF21abexegc,10.09577257192295,6.65846678028035,12.39318111277072,12.746351611417454,6.062748968281626,17.65022890907073,,,
ZTF21abfmpwn,11.30478688890624,5.287053886172167,15.350868935274072,12.436246560216011,4.106927667084867,16.096665747275956,,,
ZTF21abhjssj,7.452982917014995,3.543687460167213,16.276439542691552,6.429083695801697,4.0922378062158,10.973923571963645,,,
ZTF21abhywxv,4.495606249150483,3.744576477935591,5.552927627875391,4.917084568609667,4.4214700329553445,5.2098551734007605,,,
ZTF21abinaiu,11.400862389084265,7.30613964260612,14.986714983057116,18.484096859885874,13.917320362045894,22.14071119937192,,,
ZTF21abkkcev,5.764966704083365,4.293789407529998,6.255361284396812,7.5323398355334445,5.151941538376813,10.408882086777078,,,
ZTF21abturbi,10.392070593693811,6.076211306147506,16.175081603521868,14.043498058493746,8.505957268207787,22.520041108620653,4.956115363499663,4.956115363499662,4.956115363499663
ZTF21abuysnl,5.973617538857501,4.982063776480705,6.604525901923871,6.01389265301654,4.764194798536624,6.8758824747025145,,,
ZTF21abvczhr,5.089737986203368,2.640646650622417,8.756148776908299,9.923469680495824,4.915524735343609,14.911348656738758,,,
ZTF21abvierr,4.711420464806967,3.20495497669206,5.678217923094955,5.428967949807029,4.608094578718908,6.244708085004749,,,
ZTF21abwpwmg,3.4631256619679487,2.7574322944383636,4.689093691552592,4.638465324260232,2.9305410729297954,7.856061929521453,4.595202852431285,3.4579127509030534,4.986914989800275
ZTF21accyvib,5.287965384182749,3.6246300406152177,6.113517126148172,5.6130219586172725,3.9525152231113485,6.3980596185242495,,,
ZTF21accyynu,17.225256024995357,7.86417141367881,27.372652002927808,22.11885426613859,13.08519201306345,34.81748847062547,,,
ZTF21aciosfu,8.67663821080502,4.430184019250718,15.664790111226575,10.48790758516924,4.746055933842392,22.71145398923175,4.103994023729877,4.103994023729877,4.103994023729877
ZTF21acnjzwy,27.33864016692228,18.9116406655726,35.226014572041876,30.239892031042178,12.313285247669027,54.32575427076955,21.881936633319135,15.662720877879385,26.239567600510284
ZTF22aaajecp,7.067714694056331,4.141375931890392,8.795018385489163,7.760580986763474,3.5134591447453314,12.023052456709923,9.890286344482622,9.890283323862981,9.89028936510226
ZTF22aaazhbd,4.9826621969238545,4.502906103444441,6.107851167483741,10.344443734904923,10.180743621954191,10.582027414139569,,,
ZTF22aaazmxq,14.836989453233215,10.069268154974774,18.015542331316,21.0213792820469,21.021321666218,21.021436897875795,,,
ZTF22aabjpxh,6.977023330612137,6.977021660382629,6.977025000841644,31.579325121519663,11.158164382429312,41.790187119458004,23.552363908267097,23.552363908267097,23.552363908267097
ZTF22aabvdtc,6.096020060202901,6.09601155984886,6.0960243103799225,11.79950569010304,6.6180899673911355,15.253817965823181,11.349204817585871,5.921267047533828,14.967838197025365
ZTF22aafevvf,8.471324872811298,4.2837941381305535,11.39880493551309,6.809008361761221,3.945563469061727,9.582505799640302,3.3312252140688168,3.3312252140688168,3.3312252140688168
ZTF22aahgvlx,5.955572096204517,4.345239009388364,9.750836782451653,7.525529516073042,5.533231601008543,12.099092102185045,5.0666723667646885,5.0666723667646885,5.066672366764689
ZTF22aahyqon,20.4818196312373,14.83712024951186,25.853939810056577,22.22428358874367,19.65553380959515,24.793027263810902,,,
ZTF22aaibbvy,18.12628997611336,5.968108445849725,31.148296432931566,12.687599344569723,4.705860835282003,27.800897108760836,,,
ZTF22aaigbnr,9.108862107053065,4.490279879385957,13.620073360974956,6.405700206934179,5.311223438332385,8.440966405629355,5.03702690104987,5.03702690104987,5.03702690104987
ZTF22aailsqb,6.4963171463579386,4.6099336710706345,7.8896188193256975,7.500636579326509,5.278276616522322,10.26497081748299,,,
ZTF22aajkkwd,4.78501935149614,3.65116566693149,5.2321721706328095,6.261073713378226,3.533066891886925,9.859243177739376,,,
ZTF22aajrrzz,15.005375722786948,-6.66043943894729,31.43780964883809,9.969340579237189,-12.333172920463854,24.01187940660135,12.789596909379163,12.789586432868882,12.789617862399723
ZTF22aakhkoc,,,,6.016902249023019,4.254252020553144,7.849138375753172,,,
ZTF22aanbmvf,,,,20.348901037813572,3.468340201306683,44.58577741232122,,,
ZTF22aapgcak,7.513131677051726,6.7675859005945584,8.010180393765935,8.977366563046138,4.371710653956073,12.047806159891383,9.143925345809619,9.143925345809619,9.143925345809619
ZTF22aayluxo,8.98246954588861,5.162073893385219,13.030137687087496,8.916307082977982,6.5290947574859945,12.688577063498846,6.51001506070021,6.51001506070021,6.510015060700211
ZTF22aazmooy,11.854088839367918,4.867462653738085,24.04837870659765,15.072499523028812,5.071125063490532,34.715785453769875,9.522509257803357,5.165179594361675,12.39722127167494
ZTF22abaowkz,12.783855693033274,5.708944586605119,27.236007590377852,13.115144119243752,7.27186930021006,23.119955781360083,,,
ZTF22abbjzmp,,,,6.156493478880369,4.369159700148434,7.943827257612304,,,
ZTF22abdwekt,12.227886286050136,10.8991181840223,13.556654388077973,,,,,,
ZTF22abfjnpj,21.89267726312712,3.1605096973879663,54.58817095971253,18.078956455690257,2.629334085021241,61.80544433158327,18.669120410412788,4.350688930064916,42.461667699124376
ZTF22abfxmpc,14.383468763442542,4.09619019746874,51.853260784448736,14.589467940295625,4.802378888310163,32.39752660831051,13.725925096315239,5.245856507609502,24.852616927279353
ZTF22abgaqwq,6.171418358295987,5.670686725097996,6.421791815732639,,,,,,
ZTF22abgnxir,5.0784868246079595,4.92149609549543,5.2354775537204885,,,,,,
ZTF22abgtqpb,3.6040916897939903,3.6040916897939903,3.6040916897939903,5.919564167823083,5.662750750680148,6.1751459664615815,,,
ZTF22abijszk,5.968369499312741,5.9683680326561035,5.968370965969378,13.214384613082773,7.923468782873968,15.859888269582962,,,
ZTF22abjibjf,11.050078454150622,7.043261907663141,13.053494327720303,11.108404645582185,7.908219564447529,17.50876794122233,,,
ZTF22abjmsuh,15.91889442170004,6.299177513336612,32.53948259056824,16.895809135972087,8.77723035751513,23.365244570174468,15.342880464687786,3.859338667273892,28.045054249284597
ZTF22abmsaxp,20.239216004914,5.054632560501008,32.68517677184923,28.359464715176756,11.131417338146413,40.99201246313714,19.95619905029021,9.766625583516161,26.71291586895707
ZTF22abntkbk,18.798721221450535,15.774866568322055,21.041866494179818,20.58423130580411,20.58422549059817,20.58423712101005,,,
ZTF22abpxhnj,11.67692501809764,11.67692501809764,11.67692501809764,9.675619345712937,7.129315423023473,12.221923268402401,,,
ZTF22absxjze,,,,6.508519433492843,5.6275004325123765,8.312965975748734,,,
ZTF22abtonmb,5.1501975956129895,3.5463612169910212,6.5641250561246105,8.352456878449091,5.233265733099724,16.778725907608628,,,
ZTF22abtonxt,,,,7.290365554744933,7.290365554744933,7.290365554744933,,,
ZTF22abtopmq,,,,5.145014253352053,4.555370834731821,5.8236953132297415,,,
ZTF22abuzpzz,9.70156460795545,4.3321142854333665,14.907468013527858,11.987944423706058,5.793930507764001,23.12298235045083,,,
ZTF22abwooun,,,,5.194221062631845,5.109635495252079,5.278806630011611,,,
ZTF22abzucul,10.869243418063261,4.613341967800764,18.213383750027205,12.155755474496623,7.430932587987054,23.156444733259843,,,
ZTF22acaruqr,,,,5.652477065234085,2.861424933395021,8.443529197073149,,,
ZTF23aaayvkz,3.8687237127043863,3.213245066013426,4.524202359395347,6.002998957380559,5.89750396788792,6.0557545050052966,,,
ZTF23aabmzlp,8.291370305658821,6.936459179693525,9.646272770755443,19.620025098700513,5.419203837861597,26.72055209254154,,,
ZTF23aadhssd,19.027150462778597,7.003914049300567,29.50290015288033,29.581802259029175,6.714267259772553,74.29099520395837,,,
ZTF23aaeiyeq,7.867958023320739,5.330958164108915,15.900787433931036,6.197153039202099,4.938554091120248,7.455751987283949,,,
ZTF23aaemgsd,23.13517605836407,10.570993537422098,32.583587940997155,25.67097928216297,13.068088067360103,35.96105512378956,16.809383467671843,16.356455868896404,17.262311066447285
ZTF23aaenmcm,12.745096875549088,6.1718145637234265,18.585326659407553,15.262573405243055,5.004249502235864,29.55268866208931,,,
ZTF23aaeozpp,11.876042536449559,5.036139115725064,16.341928616098862,7.701311067948396,3.861136757776453,11.573545548685868,6.147296587087402,6.147292956623134,6.1473002175516696
ZTF23aagbipz,3.7373453900004625,3.7373453900004625,3.7373453900004625,4.708023684880482,4.708023684880482,4.708023684880482,,,
ZTF23aagunkc,10.611883653952182,6.277964195905115,16.501638625494504,8.326656962748151,4.2320812072008565,15.223057454394192,,,
ZTF23aahnnrr,7.152377516970815,3.1479923065226707,10.21110129486175,9.614355393072751,9.03513117102696,10.237772433551902,,,
ZTF23aaikakr,13.104839166955612,3.771226820774872,33.525324261497886,17.436378668902744,3.714128036688435,49.91202133003255,,,
ZTF23aaimsja,6.136419487733183,4.050983432171226,8.884858848468848,4.935632078574083,3.1822312321426747,6.897578104942723,,,
ZTF23aaixebv,19.574448367066164,12.418206598497196,31.715144362346017,23.142131956706177,11.788571113190951,33.41260411068996,14.26054255826019,5.407829704017262,23.99735178829887
ZTF23aajadma,10.724571596404557,3.076280298157887,24.203475318978608,9.934776897841688,5.264375673602488,30.736502384354313,9.48555516560593,4.91134462478751,21.246086257840282
ZTF23aajaxvk,10.235177575275491,5.4073364688012795,18.61304611710127,6.499927549671862,4.539239720809012,8.96755003965037,,,
ZTF23aajazzg,,,,12.049726003452744,3.0760836617334766,50.65844705304198,,,
ZTF23aajfnyc,5.884992357022562,4.835659845276818,6.92931829462025,,,,,,
ZTF23aajlohn,,,,6.107586639996708,3.2159575932453928,7.874615232020696,,,
ZTF23aaksqdp,5.851460364910797,3.053405988901738,8.148969922997862,8.038937723436904,3.11061766142033,14.41388846675434,6.593739044533004,5.368632995244177,8.369005853161019
ZTF23aaljkky,14.549765565652626,3.932900716911204,24.399115422049128,12.920009577951244,5.346474028929797,26.239456569275465,,,
ZTF23aalmfej,7.080357195358928,7.08034939769939,7.080372790678007,10.610061107011843,5.751773945981256,16.504814014106405,,,
ZTF23aamhlcz,,,,5.566658459545787,4.981378132985164,6.15193878610641,,,
ZTF23aamibcp,14.862791767289243,12.720043955602799,16.875684593813947,19.15967937505021,18.28361960848775,20.0357318013439,,,
ZTF23aaoohpy,6.820850794992353,3.9627431993659323,8.54037576644926,9.49013043445934,4.450449769684647,13.386535277330978,,,
ZTF23aarlxdf,14.491925576837843,4.832431543144337,33.97734951576701,15.623532515428268,6.121123934604656,23.90303541141567,18.75931702136078,12.218237276790667,25.35543870027409
ZTF23aasxbqp,9.90584601277176,5.445179849122286,14.366530279724454,12.18595710318287,5.08968660987195,15.354993599319872,10.809471460963035,10.809471460963035,10.809471460963035
ZTF23aatldsz,,,,5.430219571588658,5.430219571588658,5.430219571588658,,,
ZTF23aauotrt,7.2551329121045365,2.7913899178836257,10.761903899642956,,,,,,
ZTF23aavtwvs,3.925479703831347,3.034342154206269,5.496763826736889,6.46236475708947,4.191578733714731,9.42343389562524,,,
ZTF23aaxeacr,34.76701282756817,32.102426061451354,37.43146790642224,18.514595631072666,6.68371600134894,35.90991256440653,,,
ZTF23aaxzvrr,16.04482956537094,16.04482956537094,16.04482956537094,24.38090100036129,20.818289089331245,31.505931503992674,14.43482100777939,14.43482100777939,14.43482100777939
ZTF23abbfrqp,,,,6.122115215597788,3.358189495480127,8.886040935715448,,,
ZTF23abceaxk,27.299431832126373,3.345513315333393,77.19999053357493,9.27261865512584,3.534803868113082,19.730613956661976,,,
ZTF23abcynsv,4.126697757655483,3.0905981211690023,5.693057489680225,8.561127705780267,-6.595048391278423,17.34649224217879,4.194020730164838,3.2196129077716935,5.633038427292301
ZTF23abeqble,11.897481128591668,5.300436794770388,39.196514506364856,16.3183541648172,4.705269461307245,34.986504867283045,,,
ZTF23abgsmsg,12.235608444752225,3.471178889150196,26.525364339797395,16.862816371670846,4.281311266579633,31.85752114569839,11.512874365477142,4.385891336532696,17.885780150844237
ZTF23abhxvun,10.977915929720178,3.48637061233985,28.836664183305285,13.920094606467197,3.0450711165202207,50.9943460902256,8.713354296675723,3.0047995024386864,15.331498598332255
ZTF23abhyqqs,5.5204613963494245,5.301611158478302,5.629893257875297,6.208186470983737,6.208186470983737,6.208186470983737,,,
ZTF23abjwgre,7.743583649605524,3.437734262671616,12.240543945321885,10.591789233699938,5.460406105325193,15.697427864294008,8.209876625274497,4.202773833014423,13.68770537867981
ZTF23abnpdod,41.286044895015685,28.969189516979334,67.79071834296181,36.80002002703139,20.684234780074235,60.10275995620261,31.728695065991417,16.70012764290869,41.22788079211512
ZTF23abobwsd,16.397703639896893,8.476354547488098,21.92222072438289,14.463566464863513,5.60583233379117,25.01062324444771,13.60218810864815,5.641895836291067,21.140610969775775
ZTF23abpxorf,8.215614024967213,5.371226416922585,10.457482256012355,7.465593152289728,6.045806918831212,8.496187611269788,,,
ZTF23abrzabc,10.817976411402364,3.457505488350255,20.50153103513374,11.865524664045775,3.4168003829999045,24.11353863439046,9.265499640276992,5.3267502535155415,17.851961817575848
ZTF23absafzo,,,,11.103522252524222,11.103522252524222,11.103522252524222,8.391052737194151,8.391052737194151,8.391052737194151
ZTF23absajre,,,,10.264775308012076,6.577858419253397,15.69572698415617,,,
ZTF23absbqun,8.677494782293435,5.632810184425971,14.046887005515895,12.581105453329373,8.872168942479744,18.761755027238355,,,
ZTF23abtycgb,9.378644966459271,3.053071033568685,17.774768790550585,10.93677038594744,4.617894113250182,18.258714545556924,,,
ZTF24aabqdol,8.463887395054968,8.035391032962982,9.103041436830155,5.861455807378558,5.86144944176088,5.861462172996236,6.7842118352174685,6.7842118352174685,6.7842118352174685
ZTF24aaekhtc,3.8378935037231683,3.8378935037231683,3.8378935037231683,5.32814599117931,5.173716336859433,5.405364828346623,,,
ZTF24aafuvmu,19.95101586129799,3.6686845375407446,201.68196857209642,6.933015496696137,3.430499408763977,11.861655598059915,32.9304684671307,3.6284784798592833,97.98648666468598
ZTF24aagnnor,2.9298215550753786,2.9298215550753786,2.9298215550753786,5.294045357410848,5.294045357410848,5.294045357410848,,,
ZTF24aahkzvn,,,,53.69564638806473,3.065708434972246,196.3595416104707,,,
ZTF24aaifosg,9.499185738122943,3.468429324988459,19.446445232028974,8.969942960979614,7.6383038235216505,10.505613168987322,6.276218644709346,6.276218644709346,6.276218644709346
